memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,32,1,32.0,128,1,6896.53,408.97,781.953605,13.03,2051.20,5.49
4,32,32,1,32.0,512,1,2552.24,809.15,486.930681,8.12,4099.06,8.82
8,32,32,1,32.0,1024,1,753.46,993.75,436.740073,7.28,8195.33,9.83
16,32,32,1,32.0,1024,1,390.98,1093.12,421.782837,7.03,16387.21,10.18
24,32,32,1,32.0,1024,1,390.98,1049.93,430.159313,7.17,16387.23,9.98
32,32,32,1,32.0,1024,1,198.90,949.54,459.599182,7.66,32771.23,9.35
