timestamp,binary,file,t,r,keep_open,lookups,difficulty,found,not_found,matches,avg_ms_per_lookup,total_ms,total_s
2026-01-20T20:44:50+00:00,./vaultx,/data-m/iraicu/vaults/,1,1,false,10,4,10,0,4378,82.6341,826.34,0.826340
2026-01-20T20:44:51+00:00,./vaultx,/data-m/iraicu/vaults/,1,1,true,10,4,10,0,4378,19.9347,199.35,0.199350
2026-01-20T20:44:51+00:00,./vaultx,/data-m/iraicu/vaults/,1,2,false,10,4,10,0,4387,48.7166,487.17,0.487170
2026-01-20T20:44:51+00:00,./vaultx,/data-m/iraicu/vaults/,1,2,true,10,4,10,0,4387,16.0303,160.30,0.160300
2026-01-20T20:44:52+00:00,./vaultx,/data-m/iraicu/vaults/,1,4,false,10,4,10,0,4387,14.9168,149.17,0.149170
2026-01-20T20:44:52+00:00,./vaultx,/data-m/iraicu/vaults/,1,4,true,10,4,10,0,4408,39.7875,397.87,0.397870
2026-01-20T20:44:52+00:00,./vaultx,/data-m/iraicu/vaults/,1,8,false,10,4,10,0,4408,17.5489,175.49,0.175490
2026-01-20T20:44:53+00:00,./vaultx,/data-m/iraicu/vaults/,1,8,true,10,4,10,0,4408,13.4154,134.15,0.134150
2026-01-20T20:44:53+00:00,./vaultx,/data-m/iraicu/vaults/,1,16,false,10,4,10,0,4263,35.5319,355.32,0.355320
2026-01-20T20:44:53+00:00,./vaultx,/data-m/iraicu/vaults/,1,16,true,10,4,10,0,4263,12.1306,121.31,0.121310
2026-01-20T20:44:53+00:00,./vaultx,/data-m/iraicu/vaults/,1,128,false,10,4,10,0,4263,11.6324,116.32,0.116320
2026-01-20T20:44:53+00:00,./vaultx,/data-m/iraicu/vaults/,1,128,true,10,4,10,0,4263,10.6205,106.20,0.106200
2026-01-20T20:44:54+00:00,./vaultx,/data-m/iraicu/vaults/,2,1,false,10,4,10,0,4263,16.7620,167.62,0.167620
2026-01-20T20:44:54+00:00,./vaultx,/data-m/iraicu/vaults/,2,1,true,10,4,10,0,4351,33.2335,332.33,0.332330
2026-01-20T20:44:54+00:00,./vaultx,/data-m/iraicu/vaults/,2,2,false,10,4,10,0,4351,15.2635,152.64,0.152640
2026-01-20T20:44:54+00:00,./vaultx,/data-m/iraicu/vaults/,2,2,true,10,4,10,0,4351,15.2692,152.69,0.152690
2026-01-20T20:44:55+00:00,./vaultx,/data-m/iraicu/vaults/,2,4,false,10,4,10,0,4351,18.2762,182.76,0.182760
2026-01-20T20:44:55+00:00,./vaultx,/data-m/iraicu/vaults/,2,4,true,10,4,10,0,4287,39.4219,394.22,0.394220
2026-01-20T20:44:55+00:00,./vaultx,/data-m/iraicu/vaults/,2,8,false,10,4,10,0,4287,25.5994,255.99,0.255990
2026-01-20T20:44:56+00:00,./vaultx,/data-m/iraicu/vaults/,2,8,true,10,4,10,0,4287,23.6529,236.53,0.236530
2026-01-20T20:44:56+00:00,./vaultx,/data-m/iraicu/vaults/,2,16,false,10,4,10,0,4391,42.1591,421.59,0.421590
2026-01-20T20:44:56+00:00,./vaultx,/data-m/iraicu/vaults/,2,16,true,10,4,10,0,4391,18.4743,184.74,0.184740
2026-01-20T20:44:57+00:00,./vaultx,/data-m/iraicu/vaults/,2,128,false,10,4,10,0,4391,35.8400,358.40,0.358400
2026-01-20T20:44:57+00:00,./vaultx,/data-m/iraicu/vaults/,2,128,true,10,4,10,0,4347,41.5970,415.97,0.415970
2026-01-20T20:44:58+00:00,./vaultx,/data-m/iraicu/vaults/,4,1,false,10,4,10,0,4347,16.8911,168.91,0.168910
2026-01-20T20:44:58+00:00,./vaultx,/data-m/iraicu/vaults/,4,1,true,10,4,10,0,4390,59.5216,595.22,0.595220
2026-01-20T20:44:58+00:00,./vaultx,/data-m/iraicu/vaults/,4,2,false,10,4,10,0,4390,18.4106,184.11,0.184110
2026-01-20T20:44:59+00:00,./vaultx,/data-m/iraicu/vaults/,4,2,true,10,4,10,0,4390,17.9908,179.91,0.179910
2026-01-20T20:44:59+00:00,./vaultx,/data-m/iraicu/vaults/,4,4,false,10,4,10,0,4415,36.0576,360.58,0.360580
2026-01-20T20:44:59+00:00,./vaultx,/data-m/iraicu/vaults/,4,4,true,10,4,10,0,4415,14.1783,141.78,0.141780
2026-01-20T20:45:00+00:00,./vaultx,/data-m/iraicu/vaults/,4,8,false,10,4,10,0,4415,20.7833,207.83,0.207830
2026-01-20T20:45:00+00:00,./vaultx,/data-m/iraicu/vaults/,4,8,true,10,4,10,0,4444,40.4746,404.75,0.404750
2026-01-20T20:45:00+00:00,./vaultx,/data-m/iraicu/vaults/,4,16,false,10,4,10,0,4444,15.9793,159.79,0.159790
2026-01-20T20:45:00+00:00,./vaultx,/data-m/iraicu/vaults/,4,16,true,10,4,10,0,4444,16.2504,162.50,0.162500
2026-01-20T20:45:01+00:00,./vaultx,/data-m/iraicu/vaults/,4,128,false,10,4,10,0,4444,30.4321,304.32,0.304320
2026-01-20T20:45:01+00:00,./vaultx,/data-m/iraicu/vaults/,4,128,true,10,4,10,0,4341,44.7714,447.71,0.447710
2026-01-20T20:45:01+00:00,./vaultx,/data-m/iraicu/vaults/,8,1,false,10,4,10,0,4341,16.8717,168.72,0.168720
2026-01-20T20:45:02+00:00,./vaultx,/data-m/iraicu/vaults/,8,1,true,10,4,10,0,4341,19.3004,193.00,0.193000
2026-01-20T20:45:02+00:00,./vaultx,/data-m/iraicu/vaults/,8,2,false,10,4,10,0,4377,46.6528,466.53,0.466530
2026-01-20T20:45:02+00:00,./vaultx,/data-m/iraicu/vaults/,8,2,true,10,4,10,0,4377,21.3011,213.01,0.213010
2026-01-20T20:45:03+00:00,./vaultx,/data-m/iraicu/vaults/,8,4,false,10,4,10,0,4377,18.4010,184.01,0.184010
2026-01-20T20:45:03+00:00,./vaultx,/data-m/iraicu/vaults/,8,4,true,10,4,10,0,4367,43.0860,430.86,0.430860
2026-01-20T20:45:03+00:00,./vaultx,/data-m/iraicu/vaults/,8,8,false,10,4,10,0,4367,17.9528,179.53,0.179530
2026-01-20T20:45:04+00:00,./vaultx,/data-m/iraicu/vaults/,8,8,true,10,4,10,0,4367,14.0061,140.06,0.140060
2026-01-20T20:45:04+00:00,./vaultx,/data-m/iraicu/vaults/,8,16,false,10,4,10,0,4357,34.6611,346.61,0.346610
2026-01-20T20:45:04+00:00,./vaultx,/data-m/iraicu/vaults/,8,16,true,10,4,10,0,4357,14.5301,145.30,0.145300
2026-01-20T20:45:05+00:00,./vaultx,/data-m/iraicu/vaults/,8,128,false,10,4,10,0,4357,26.0883,260.88,0.260880
2026-01-20T20:45:05+00:00,./vaultx,/data-m/iraicu/vaults/,8,128,true,10,4,10,0,4370,39.6188,396.19,0.396190
2026-01-20T20:45:05+00:00,./vaultx,/data-m/iraicu/vaults/,16,1,false,10,4,10,0,4370,16.8825,168.83,0.168830
2026-01-20T20:45:05+00:00,./vaultx,/data-m/iraicu/vaults/,16,1,true,10,4,10,0,4370,19.3956,193.96,0.193960
2026-01-20T20:45:06+00:00,./vaultx,/data-m/iraicu/vaults/,16,2,false,10,4,10,0,4370,22.7189,227.19,0.227190
2026-01-20T20:45:06+00:00,./vaultx,/data-m/iraicu/vaults/,16,2,true,10,4,10,0,4337,43.6012,436.01,0.436010
2026-01-20T20:45:06+00:00,./vaultx,/data-m/iraicu/vaults/,16,4,false,10,4,10,0,4337,14.9009,149.01,0.149010
2026-01-20T20:45:07+00:00,./vaultx,/data-m/iraicu/vaults/,16,4,true,10,4,10,0,4337,19.1432,191.43,0.191430
2026-01-20T20:45:07+00:00,./vaultx,/data-m/iraicu/vaults/,16,8,false,10,4,10,0,4387,45.6247,456.25,0.456250
2026-01-20T20:45:07+00:00,./vaultx,/data-m/iraicu/vaults/,16,8,true,10,4,10,0,4387,18.8443,188.44,0.188440
2026-01-20T20:45:08+00:00,./vaultx,/data-m/iraicu/vaults/,16,16,false,10,4,10,0,4387,11.6232,116.23,0.116230
2026-01-20T20:45:08+00:00,./vaultx,/data-m/iraicu/vaults/,16,16,true,10,4,10,0,4407,37.1045,371.04,0.371040
2026-01-20T20:45:08+00:00,./vaultx,/data-m/iraicu/vaults/,16,128,false,10,4,10,0,4407,28.8032,288.03,0.288030
2026-01-20T20:45:09+00:00,./vaultx,/data-m/iraicu/vaults/,16,128,true,10,4,10,0,4407,28.9270,289.27,0.289270
2026-01-20T20:45:09+00:00,./vaultx,/data-m/iraicu/vaults/,128,1,false,10,4,10,0,4433,45.5032,455.03,0.455030
2026-01-20T20:45:10+00:00,./vaultx,/data-m/iraicu/vaults/,128,1,true,10,4,10,0,4433,22.8154,228.15,0.228150
2026-01-20T20:45:10+00:00,./vaultx,/data-m/iraicu/vaults/,128,2,false,10,4,10,0,4404,67.6980,676.98,0.676980
2026-01-20T20:45:11+00:00,./vaultx,/data-m/iraicu/vaults/,128,2,true,10,4,10,0,4404,31.3701,313.70,0.313700
2026-01-20T20:45:11+00:00,./vaultx,/data-m/iraicu/vaults/,128,4,false,10,4,10,0,4315,51.2581,512.58,0.512580
2026-01-20T20:45:11+00:00,./vaultx,/data-m/iraicu/vaults/,128,4,true,10,4,10,0,4315,28.0858,280.86,0.280860
2026-01-20T20:45:12+00:00,./vaultx,/data-m/iraicu/vaults/,128,8,false,10,4,10,0,4315,28.2605,282.61,0.282610
2026-01-20T20:45:12+00:00,./vaultx,/data-m/iraicu/vaults/,128,8,true,10,4,10,0,4384,47.1965,471.97,0.471970
2026-01-20T20:45:13+00:00,./vaultx,/data-m/iraicu/vaults/,128,16,false,10,4,10,0,4384,28.3529,283.53,0.283530
2026-01-20T20:45:13+00:00,./vaultx,/data-m/iraicu/vaults/,128,16,true,10,4,10,0,4424,51.6678,516.68,0.516680
2026-01-20T20:45:13+00:00,./vaultx,/data-m/iraicu/vaults/,128,128,false,10,4,10,0,4424,12.9936,129.94,0.129940
2026-01-20T20:45:14+00:00,./vaultx,/data-m/iraicu/vaults/,128,128,true,10,4,10,0,4424,12.1145,121.15,0.121150
