APPROACH,K,NONCE_SIZE(B),NUM_THREADS,MEMORY_SIZE(MB),FILE_SIZE(GB),BATCH_SIZE,THROUGHPUT(MH/S),THROUGHPUT(MB/S),HASH_TIME,IO_TIME,SHUFFLE_TIME,OTHER_TIME,TOTAL_TIME,STORAGE_EFFICIENCY
for,25,4,4,128,0.12,1024,2.37,9.47,4.89,6.05,0.00,3.23,14.17,21.68
for,26,4,4,256,0.25,1024,2.50,10.00,9.32,14.14,0.00,3.37,26.83,43.92
for,27,4,4,512,0.50,1024,2.42,9.67,18.69,32.82,0.00,4.03,55.54,61.24
for,28,4,4,1024,1.00,1024,2.22,8.87,38.27,77.28,0.00,5.43,120.99,73.48
