APPROACH,K,NONCE_SIZE(B),NUM_THREADS,MEMORY_SIZE(MB),FILE_SIZE(GB),BATCH_SIZE,THROUGHPUT(MH/S),THROUGHPUT(MB/S),HASH_TIME,IO_TIME,SHUFFLE_TIME,OTHER_TIME,TOTAL_TIME,STORAGE_EFFICIENCY
for,25,4,128,128,0.12,1024,2.52,10.07,2.37,8.89,0.00,2.06,13.33,21.68
for,26,4,128,256,0.25,1024,3.79,15.15,3.78,11.81,0.00,2.12,17.72,43.92
for,27,4,128,512,0.50,1024,4.03,16.13,6.67,24.03,0.00,2.60,33.29,61.24
for,28,4,128,1024,1.00,1024,4.26,17.04,12.18,47.33,0.00,3.51,63.02,73.48
for,29,4,128,2048,2.00,1024,5.33,21.30,19.41,75.62,0.00,5.78,100.80,81.85
for,30,4,128,4096,4.00,1024,6.16,24.66,31.62,133.70,0.00,8.87,174.19,87.43
for,31,4,128,8192,8.00,1024,6.35,25.39,70.22,251.89,0.00,16.16,338.28,90.83
for,32,5,128,20480,20.00,1024,6.29,31.44,106.00,538.10,0.00,38.89,682.99,94.00
for,33,5,128,40960,40.00,1024,6.25,31.23,240.84,1053.04,0.00,81.30,1375.18,95.81
