timestamp,binary,file,file_count,sweep_mode,t,r,keep_open,lookups,difficulty,found,not_found,matches,open_close_ms,seek_ms,read_ms,hash_ms,avg_ms_per_lookup,total_ms,total_s
2026-01-28T03:39:41+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,1,false,2560,4,2560,0,654831,0.0757,0.0010,16.7878,22.9294,39.7939,101872.4499,101.872450
2026-01-28T03:41:20+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,1,true,2560,4,2560,0,654757,0.0001,0.0025,15.7515,22.9714,38.7256,99137.4812,99.137481
2026-01-28T03:42:46+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,2,false,2560,4,2560,0,653376,0.0875,0.0010,16.3081,17.0048,33.4013,85507.4511,85.507451
2026-01-28T03:44:11+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,2,true,2560,4,2560,0,654557,0.0001,0.0030,15.8064,17.0599,32.8694,84145.5756,84.145576
2026-01-28T03:45:27+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,4,false,2560,4,2560,0,655590,0.0974,0.0010,16.3547,12.9521,29.4053,75277.5486,75.277549
2026-01-28T03:46:39+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,4,true,2560,4,2560,0,654557,0.0001,0.0030,15.3018,12.8555,28.1603,72090.4909,72.090491
2026-01-28T03:48:08+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,8,false,2560,4,2560,0,655001,0.1178,0.0015,16.4376,17.8548,34.4118,88094.0947,88.094095
2026-01-28T03:49:37+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,8,true,2560,4,2560,0,655103,0.0001,0.0031,15.5454,18.8439,34.3925,88044.7345,88.044735
2026-01-28T03:50:56+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,16,false,2560,4,2560,0,654457,0.1365,0.0015,16.3703,14.2227,30.7309,78671.1415,78.671142
2026-01-28T03:52:26+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,16,true,2560,4,2560,0,654851,0.0001,0.0030,16.2956,18.5252,34.8240,89149.3391,89.149339
2026-01-28T03:53:30+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,32,false,2560,4,2560,0,654937,0.1161,0.0013,16.0157,8.6566,24.7897,63461.5945,63.461594
2026-01-28T03:54:42+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,32,true,2560,4,2560,0,656181,0.0001,0.0030,15.5191,12.5388,28.0611,71836.3468,71.836347
2026-01-28T03:55:52+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,64,false,2560,4,2560,0,654328,0.1022,0.0009,15.6628,10.8710,26.6369,68190.4210,68.190421
2026-01-28T03:56:51+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,64,true,2560,4,2560,0,655455,0.0001,0.0030,15.7035,7.3467,23.0534,59016.5893,59.016589
2026-01-28T03:58:18+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,128,false,2560,4,2560,0,654234,0.1304,0.0014,16.2522,17.3166,33.7006,86273.4445,86.273444
2026-01-28T03:59:11+00:00,/home/sfatunmbi/vaultx/vaultx,/data-q/iraicu/vaults/merge_32_256.plot,1,r-sweep,1,128,true,2560,4,2560,0,654173,0.0002,0.0032,15.9225,4.6124,20.5382,52577.8882,52.577888
