k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,64,1,1.0,256,1,198.80,195.08,32.579507,0.54,2051.48,4.12
28,64,1,2.0,512,1,199.40,203.49,57.645931,0.96,2499.54,4.66
29,64,1,4.0,1024,1,199.16,207.73,107.982451,1.80,4099.71,4.97
30,64,1,8.0,1024,1,199.45,236.44,193.849214,3.23,7107.80,5.54
31,64,1,16.0,1024,1,199.42,212.39,414.279420,6.90,13252.10,5.18
32,64,1,32.0,1024,1,198.90,275.52,682.234904,11.37,25540.31,6.30
