memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,64,1,32.0,128,1,6896.55,345.96,682.269795,11.37,1411.35,6.30
3,32,64,1,32.0,512,1,2552.29,300.22,647.818739,10.80,2200.46,6.63
5,32,64,1,32.0,1024,1,1412.98,279.97,668.493422,11.14,4100.31,6.42
8,32,64,1,32.0,1024,1,753.44,280.40,662.961875,11.05,6868.41,6.48
14,32,64,1,32.0,1024,1,390.99,270.47,682.886773,11.38,13092.30,6.29
26,32,64,1,32.0,1024,1,198.90,246.60,739.362609,12.32,25540.26,5.81
50,32,64,1,32.0,1024,1,99.94,133.52,395.921509,6.60,50436.25,10.85
