memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,4,1,32.0,128,1,6896.49,159.48,2798.882761,46.65,1409.88,1.53
2.5,32,4,1,32.0,256,1,4367.51,146.93,2913.239605,48.55,2050.14,1.47
3,32,4,1,32.0,512,1,2552.34,156.57,2939.077919,48.98,2198.06,1.46
5,32,4,1,32.0,1024,1,1413.01,122.56,3219.151117,53.65,4098.14,1.33
7,32,4,1,32.0,1024,1,1412.98,122.39,3187.570627,53.13,4098.13,1.35
