k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,4,1,1.0,512,1,99.99,203.23,93.337882,1.56,2818.00,1.44
28,4,1,2.0,1024,1,100.00,231.07,179.187149,2.99,4354.00,1.50
29,4,1,4.0,1024,1,99.99,219.84,314.779145,5.25,7425.00,1.71
30,4,1,8.0,1024,1,199.45,256.80,717.363797,11.96,7105.74,1.50
31,4,1,16.0,1024,1,392.41,249.56,1385.484032,23.09,6945.84,1.55
32,4,1,32.0,1024,1,753.45,250.65,2678.419247,44.64,6866.03,1.60
