memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,128,1,32.0,128,1,6896.44,538.30,619.525686,10.33,1412.08,6.93
2.5,32,128,1,32.0,256,1,4367.58,656.01,465.190816,7.75,2054.21,9.23
3,32,128,1,32.0,512,1,2552.28,626.24,414.641566,6.91,2202.14,10.36
5,32,128,1,32.0,1024,1,1412.99,761.40,368.644624,6.14,4102.03,11.65
8,32,128,1,32.0,1024,1,753.45,784.87,352.029265,5.87,6870.08,12.20
14,32,128,1,32.0,1024,1,390.99,727.41,372.125772,6.20,13094.14,11.54
26,32,128,1,32.0,1024,1,198.90,714.40,380.673333,6.34,25542.02,11.28
50,32,128,1,32.0,1024,1,99.94,94.33,498.819331,8.31,50438.23,8.61
