varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,180.08,8666.845642,144.45,50434.59,0.50
2,32,2,1,32.0,1024,1,99.94,184.03,4196.190027,69.94,50434.59,1.02
4,32,4,1,32.0,1024,1,99.94,174.09,2329.667337,38.83,50434.53,1.84
8,32,8,1,32.0,1024,1,99.94,183.75,1595.525084,26.59,50434.66,2.69
16,32,16,1,32.0,1024,1,99.94,191.63,870.231682,14.50,50434.87,4.94
32,32,32,1,32.0,1024,1,99.94,197.76,551.460680,9.19,50435.48,7.79
64,32,64,1,32.0,1024,1,99.94,190.26,380.321113,6.34,50436.26,11.29
128,32,128,1,32.0,1024,1,99.94,189.21,331.881869,5.53,50438.14,12.94
