k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,128,1,1.0,512,1,99.99,152.48,16.337955,0.27,2820.51,8.22
28,128,1,2.0,1024,1,100.00,159.64,26.690352,0.44,4356.63,10.06
29,128,1,4.0,1024,1,99.99,157.85,49.046132,0.82,7428.51,10.95
30,128,1,8.0,1024,1,99.99,177.95,88.527277,1.48,13573.12,12.13
31,128,1,16.0,1024,1,99.99,180.12,173.514517,2.89,25861.62,12.38
32,128,1,32.0,1024,1,99.94,170.62,352.976526,5.88,50438.20,12.17
