memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,128,1,32.0,128,1,6896.59,576.80,610.533391,10.18,1412.16,7.03
2.5,32,128,1,32.0,256,1,4367.61,655.45,482.712755,8.05,2054.22,8.90
3,32,128,1,32.0,512,1,2552.32,667.12,401.751307,6.70,2202.17,10.69
5,32,128,1,32.0,1024,1,1413.02,691.35,373.639593,6.23,4102.09,11.49
8,32,128,1,32.0,1024,1,753.46,766.35,353.384617,5.89,6870.02,12.15
14,32,128,1,32.0,1024,1,390.99,758.69,365.056476,6.08,13094.07,11.77
26,32,128,1,32.0,1024,1,198.90,709.28,385.701549,6.43,25542.14,11.14
50,32,128,1,32.0,1024,1,99.94,548.82,213.427989,3.56,50438.02,20.12
