k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,128,1,1.0,512,1,99.99,449.53,11.752788,0.20,2820.53,11.42
28,128,1,2.0,1024,1,100.00,454.11,17.861391,0.30,4356.65,15.03
29,128,1,4.0,1024,1,99.99,450.32,32.775157,0.55,7428.52,16.38
30,128,1,8.0,1024,1,99.99,407.96,63.113306,1.05,13573.16,17.01
31,128,1,16.0,1024,1,99.99,477.07,114.859082,1.91,25861.55,18.70
32,128,1,32.0,1024,1,99.94,531.92,222.295512,3.70,50438.12,19.32
