memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,128,1,32.0,128,1,6896.43,593.23,591.026613,9.85,1412.16,7.27
2.5,32,128,1,32.0,256,1,4367.49,529.57,505.171922,8.42,2054.02,8.50
3,32,128,1,32.0,512,1,2552.35,480.15,478.554007,7.98,2202.02,8.97
5,32,128,1,32.0,1024,1,1413.00,462.08,474.498786,7.91,4102.07,9.05
8,32,128,1,32.0,1024,1,753.45,447.78,496.595384,8.28,6870.14,8.65
14,32,128,1,32.0,1024,1,390.99,426.12,490.372461,8.17,13094.23,8.76
26,32,128,1,32.0,1024,1,198.90,408.38,515.854606,8.60,25542.07,8.33
50,32,128,1,32.0,1024,1,99.94,99.96,477.598341,7.96,50438.07,8.99
