k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,128,1,373.17,450.20,29.931364,0.50,1408.38,4.48
28,16,1,2.0,256,1,385.21,567.77,52.757216,0.88,2048.92,5.09
29,16,1,4.0,512,1,386.24,815.99,89.955079,1.50,2337.09,5.97
30,16,1,8.0,1024,1,391.05,1089.10,165.721233,2.76,4096.27,6.48
31,16,1,16.0,1024,1,392.41,1124.52,326.017269,5.43,6944.75,6.59
32,16,1,32.0,1024,1,390.98,573.45,756.219947,12.60,13089.11,5.68
