memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,384,1,32.0,128,1,53.88,267.36,804.937540,13.42,1415.30,5.34
2.5,32,384,1,32.0,256,1,68.24,273.14,699.027162,11.65,2061.18,6.14
3,32,384,1,32.0,512,1,79.76,257.96,665.575560,11.09,2164.48,6.45
5,32,384,1,32.0,1024,1,88.31,248.64,656.506886,10.94,4109.16,6.54
8,32,384,1,32.0,1024,1,94.18,246.61,652.416955,10.87,6877.37,6.58
14,32,384,1,32.0,1024,1,97.75,239.43,668.509893,11.14,13101.34,6.42
26,32,384,1,32.0,1024,1,99.45,240.13,689.089545,11.48,25549.27,6.23
