memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,384,1,32.0,128,1,53.88,392.95,646.084173,10.77,1415.35,6.65
2.5,32,384,1,32.0,256,1,68.24,475.66,496.577371,8.28,2061.31,8.65
3,32,384,1,32.0,512,1,79.76,399.04,480.847549,8.01,2209.38,8.93
5,32,384,1,32.0,1024,1,88.31,372.32,483.385602,8.06,4109.28,8.89
8,32,384,1,32.0,1024,1,94.18,333.55,512.699601,8.54,6877.39,8.38
14,32,384,1,32.0,1024,1,97.75,351.39,494.764953,8.25,13101.34,8.68
26,32,384,1,32.0,1024,1,99.45,325.90,543.822502,9.06,25549.34,7.90
