memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,384,1,32.0,128,1,53.88,382.44,667.442729,11.12,1415.37,6.43
2.5,32,384,1,32.0,256,1,68.24,612.17,436.012153,7.27,2061.04,9.85
3,32,384,1,32.0,512,1,79.76,731.20,340.478797,5.67,2209.34,12.61
5,32,384,1,32.0,1024,1,88.31,867.59,284.857375,4.75,4068.95,15.08
8,32,384,1,32.0,1024,1,94.18,788.94,309.599297,5.16,6830.12,13.87
14,32,384,1,32.0,1024,1,97.75,883.51,269.989788,4.50,13101.20,15.91
26,32,384,1,32.0,1024,1,99.45,957.01,282.769780,4.71,25512.94,15.19
