memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,384,1,32.0,128,1,53.88,325.10,717.507103,11.96,1415.36,5.99
2.5,32,384,1,32.0,256,1,68.24,408.38,536.126423,8.94,2012.32,8.01
3,32,384,1,32.0,512,1,79.76,359.76,516.672901,8.61,2163.29,8.31
5,32,384,1,32.0,1024,1,88.31,321.38,535.128620,8.92,4061.33,8.03
8,32,384,1,32.0,1024,1,94.18,307.92,546.708636,9.11,6877.20,7.86
14,32,384,1,32.0,1024,1,97.75,323.05,529.156003,8.82,13101.43,8.12
26,32,384,1,32.0,1024,1,99.45,302.22,584.319289,9.74,25549.20,7.35
