varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,150.88,8898.649823,148.31,48844.73,0.48
2,32,2,1,32.0,1024,1,99.94,126.27,4016.360668,66.94,50434.49,1.07
4,32,4,1,32.0,1024,1,99.94,142.62,2218.825025,36.98,50434.55,1.94
8,32,8,1,32.0,1024,1,99.94,152.01,1208.417877,20.14,50434.77,3.55
16,32,16,1,32.0,1024,1,99.94,151.82,774.299215,12.90,50435.01,5.55
32,32,32,1,32.0,1024,1,99.94,150.84,552.678091,9.21,50435.55,7.77
