memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,32,1,32.0,128,1,6896.49,346.24,849.601030,14.16,1410.88,5.06
3,32,32,1,32.0,512,1,2552.33,360.78,742.967899,12.38,2199.47,5.78
5,32,32,1,32.0,1024,1,1413.01,341.76,752.316438,12.54,4099.57,5.71
8,32,32,1,32.0,1024,1,753.46,338.12,759.897050,12.66,6867.37,5.65
14,32,32,1,32.0,1024,1,390.99,389.37,715.696023,11.93,13091.34,6.00
26,32,32,1,32.0,1024,1,198.90,226.86,971.301204,16.19,25539.51,4.42
50,32,32,1,32.0,1024,1,99.94,156.60,547.730329,9.13,50435.30,7.84
60,32,32,1,32.0,1024,1,99.94,152.88,553.020527,9.22,50435.32,7.77
