varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,200.59,19866.981306,331.12,50433.97,0.22
2,32,2,1,32.0,1024,1,99.94,198.75,10071.794195,167.86,50433.88,0.43
4,32,4,1,32.0,1024,1,99.94,197.09,5167.543032,86.13,50433.73,0.83
8,32,8,1,32.0,1024,1,99.94,195.50,2670.938444,44.52,50433.09,1.61
16,32,16,1,32.0,1024,1,99.94,194.37,1443.530194,24.06,50432.57,2.98
32,32,32,1,32.0,1024,1,99.94,197.91,824.026322,13.73,50431.25,5.21
64,32,64,1,32.0,1024,1,99.94,201.49,514.437895,8.57,50427.33,8.35
96,32,96,1,32.0,1024,1,99.94,199.28,418.918042,6.98,50423.15,10.25
