varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,141.77,20028.496524,333.81,50433.97,0.21
2,32,2,1,32.0,1024,1,99.94,193.50,10024.656131,167.08,50433.86,0.43
4,32,4,1,32.0,1024,1,99.94,140.60,5223.980240,87.07,50433.85,0.82
8,32,8,1,32.0,1024,1,99.94,149.12,2729.174216,45.49,50433.44,1.57
16,32,16,1,32.0,1024,1,99.94,168.82,1457.400615,24.29,50432.05,2.95
32,32,32,1,32.0,1024,1,99.94,262.71,780.464874,13.01,50430.84,5.50
64,32,64,1,32.0,1024,1,99.94,262.83,477.090011,7.95,50427.27,9.00
96,32,96,1,32.0,1024,1,99.94,263.30,380.860652,6.35,50424.00,11.28
