varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,293.78,19870.470731,331.17,50433.81,0.22
2,32,2,1,32.0,1024,1,99.94,308.54,9957.230225,165.95,50433.75,0.43
4,32,4,1,32.0,1024,1,99.94,302.28,5081.688693,84.69,50433.52,0.85
8,32,8,1,32.0,1024,1,99.94,299.72,2604.903519,43.42,50433.50,1.65
16,32,16,1,32.0,1024,1,99.94,304.53,1370.542038,22.84,50432.82,3.13
32,32,32,1,32.0,1024,1,99.94,304.11,768.410987,12.81,50430.72,5.59
64,32,64,1,32.0,1024,1,99.94,301.35,462.986766,7.72,50427.43,9.28
96,32,96,1,32.0,1024,1,99.94,302.00,362.927508,6.05,50423.57,11.83
