timestamp,binary,target_dir,k_values,n_files,total_file_size_bytes,total_file_size_gb,t,r,keep_open,difficulty,n_lookups,found,not_found,all_matches,open_close_ms,seek_ms,read_ms,hash_ms,avg_ms_per_lookup,total_wall_ms,total_s
2026-05-07T06:39:33Z,./vaultx,/data-n/iraicu/tmp/,32,438,15049565405184,14016.0,1,32,False,3,10,4380,0,1120787,50.2374,3685.6695,1668.153,1787.2828,7191.3427,71913.4273,71.913427
2026-05-07T06:40:26Z,./vaultx,/data-n/iraicu/tmp/,32,438,15049565405184,14016.0,1,32,True,3,10,4380,0,1120104,1.6157,2633.9495,2622.194,15.7066,5273.4658,52734.6576,52.734658
