host=MacBook-Pro-189,pid=77760,exp=mac_small,storage=NVME,k=27,t=8,i=1,for,27,4,8,512,2.77,1024,1024,5.32,21.28,31.86,1339.99,4.21,20.11,0.76,0.00,20.25,25.23,266.10%,99.99%,2818.81,/Users/iraicu/source-code/vaultx/integration/tmp
host=MacBook-Pro-189,pid=77760,exp=mac_small,storage=NVME,k=27,t=12,i=1,for,27,4,12,512,2.77,1024,1024,6.56,26.25,38.49,1792.19,3.49,16.26,0.57,0.00,16.39,20.45,266.06%,99.99%,2819.12,/Users/iraicu/source-code/vaultx/integration/tmp
host=MacBook-Pro-189,pid=77760,exp=mac_small,storage=NVME,k=28,t=8,i=1,for,28,4,8,1024,4.27,1024,1024,5.70,22.82,32.49,1055.64,8.26,36.68,1.94,0.00,36.86,47.06,210.62%,100.00%,4354.72,/Users/iraicu/source-code/vaultx/integration/tmp
host=MacBook-Pro-189,pid=77760,exp=mac_small,storage=NVME,k=28,t=12,i=1,for,28,4,12,1024,4.27,1024,1024,7.08,28.33,39.16,1595.92,6.86,29.64,1.28,0.00,29.77,37.90,210.64%,100.00%,4354.94,/Users/iraicu/source-code/vaultx/integration/tmp
host=MacBook-Pro-189,pid=77937,exp=mac_small,storage=NVME,k=27,t=8,i=1,for,27,4,8,512,2.77,1024,1024,5.25,20.98,32.00,2802.48,4.19,20.88,0.37,0.00,21.02,25.58,266.10%,99.99%,2818.81,/Users/iraicu/source-code/vaultx/integration/tmp
host=MacBook-Pro-189,pid=77937,exp=mac_small,storage=NVME,k=27,t=12,i=1,for,27,4,12,512,2.77,1024,1024,6.41,25.64,38.43,2161.36,3.49,16.84,0.47,0.00,16.97,20.94,266.09%,99.99%,2819.06,/Users/iraicu/source-code/vaultx/integration/tmp
host=MacBook-Pro-189,pid=77937,exp=mac_small,storage=NVME,k=28,t=8,i=1,for,28,4,8,1024,4.27,1024,1024,5.73,22.93,30.79,2008.18,8.72,36.96,1.02,0.00,37.08,46.82,210.61%,100.00%,4354.73,/Users/iraicu/source-code/vaultx/integration/tmp
host=MacBook-Pro-189,pid=77937,exp=mac_small,storage=NVME,k=28,t=12,i=1,for,28,4,12,1024,4.27,1024,1024,7.03,28.10,37.82,1954.53,7.10,29.93,1.05,0.00,30.06,38.21,210.62%,100.00%,4354.95,/Users/iraicu/source-code/vaultx/integration/tmp
