k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,48,1,1.0,512,1,99.99,220.26,16.030624,0.27,2809.12,8.37
28,48,1,2.0,1024,1,100.00,199.25,28.126083,0.47,4344.75,9.54
29,48,1,4.0,1024,1,99.99,211.05,50.623778,0.84,7418.25,10.61
30,48,1,8.0,1024,1,99.99,232.53,98.016785,1.63,13562.62,10.95
31,48,1,16.0,1024,1,99.99,250.83,197.280453,3.29,25851.75,10.89
32,48,1,32.0,1024,1,99.94,257.34,427.150914,7.12,50426.25,10.05
