varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,169.90,8189.005206,136.48,50433.00,0.52
2,32,2,1,32.0,1024,1,99.94,207.49,4071.082773,67.85,48279.38,1.05
4,32,4,1,32.0,1024,1,99.94,189.15,2174.797589,36.25,49801.88,1.97
8,32,8,1,32.0,1024,1,99.94,188.23,1082.596341,18.04,50431.88,3.97
16,32,16,1,32.0,1024,1,99.94,197.85,662.174843,11.04,50429.25,6.49
32,32,32,1,32.0,1024,1,99.94,199.33,501.945669,8.37,50426.62,8.56
48,32,48,1,32.0,1024,1,99.94,226.16,459.262940,7.65,50426.25,9.35
