k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,48,1,1.0,256,1,198.80,827.31,20.011686,0.33,2042.47,6.71
28,48,1,2.0,512,1,199.40,954.76,32.431805,0.54,2489.95,8.28
29,48,1,4.0,1024,1,199.16,1078.25,57.830283,0.96,4090.52,9.28
30,48,1,8.0,1024,1,199.45,1124.36,106.520329,1.78,7098.95,10.08
31,48,1,16.0,1024,1,199.42,1133.62,209.123325,3.49,13242.82,10.27
32,48,1,32.0,1024,1,198.90,1104.58,459.309790,7.66,25531.07,9.35
