k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,256,1,198.80,415.96,30.380374,0.51,1730.70,4.42
28,16,1,2.0,512,1,199.40,435.28,53.525564,0.89,2498.83,5.02
29,16,1,4.0,1024,1,199.16,453.70,98.827492,1.65,4034.81,5.43
30,16,1,8.0,1024,1,199.45,517.76,181.348401,3.02,7106.83,5.92
31,16,1,16.0,1024,1,199.42,578.96,342.435446,5.71,13250.80,6.27
32,16,1,32.0,1024,1,198.90,712.74,639.662259,10.66,25539.04,6.71
