varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,198.90,695.83,5407.624867,90.13,25538.29,0.79
2,32,2,1,32.0,1024,1,198.90,694.06,2932.767101,48.88,25538.56,1.46
4,32,4,1,32.0,1024,1,198.90,725.09,1609.784462,26.83,25538.75,2.67
8,32,8,1,32.0,1024,1,198.90,727.43,1004.031375,16.73,25538.70,4.28
16,32,16,1,32.0,1024,1,198.90,676.16,657.157202,10.95,25538.87,6.54
32,32,32,1,32.0,1024,1,198.90,686.90,470.039411,7.83,25539.44,9.14
64,32,64,1,32.0,1024,1,198.90,693.39,395.406747,6.59,25540.12,10.86
