k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,256,1,198.80,1234.18,18.074345,0.30,1730.96,7.43
28,32,1,2.0,512,1,199.40,1407.15,29.438389,0.49,2499.03,9.12
29,32,1,4.0,1024,1,199.16,1457.84,53.274190,0.89,4035.08,10.08
30,32,1,8.0,1024,1,199.46,1543.49,96.866865,1.61,7107.06,11.08
31,32,1,16.0,1024,1,199.42,1550.79,184.902348,3.08,13251.28,11.61
32,32,1,32.0,1024,1,198.90,1783.33,353.262056,5.89,25539.29,12.16
