k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,128,1,373.16,290.69,35.786584,0.60,1410.82,3.75
28,16,1,2.0,256,1,385.21,301.90,62.118542,1.04,1570.81,4.32
29,16,1,4.0,512,1,386.24,293.70,116.070866,1.93,2338.73,4.63
30,16,1,8.0,1024,1,391.05,334.50,213.906417,3.57,4099.02,5.02
31,16,1,16.0,1024,1,392.40,399.19,387.183153,6.45,8194.77,5.55
32,16,1,32.0,1024,1,390.98,450.87,727.504754,12.13,16386.91,5.90
