varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,32,1,4.0,1024,1,99.99,306.63,45.078372,0.75,7427.17,11.91
2,29,32,2,4.0,1024,1,99.99,312.89,44.832618,0.75,7427.07,11.98
4,29,32,4,4.0,1024,1,99.99,320.68,44.436657,0.74,7426.98,12.08
8,29,32,8,4.0,1024,1,99.99,313.50,44.916845,0.75,7427.17,11.95
