varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,32,1,32.0,1024,1,99.94,1507.09,256.641960,4.28,50435.32,16.74
2,32,32,2,32.0,1024,1,99.94,1631.76,254.997201,4.25,50435.36,16.84
4,32,32,4,32.0,1024,1,99.94,1550.30,256.014877,4.27,50435.21,16.78
8,32,32,8,32.0,1024,1,99.94,1584.90,253.717997,4.23,50435.25,16.93
