memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,16,1,32.0,128,1,6896.61,432.95,794.866132,13.25,16386.82,5.40
4,32,16,1,32.0,512,1,2552.33,573.96,653.035126,10.88,16386.80,6.58
8,32,16,1,32.0,1024,1,753.45,577.04,660.158955,11.00,16386.82,6.51
16,32,16,1,32.0,1024,1,390.99,506.40,694.850085,11.58,16386.96,6.18
24,32,16,1,32.0,1024,1,390.99,482.58,709.463202,11.82,16386.83,6.05
32,32,16,1,32.0,1024,1,198.90,417.94,772.579086,12.88,25538.84,5.56
