varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,390.99,500.13,5329.668498,88.83,16386.43,0.81
2,32,2,1,32.0,1024,1,390.98,552.48,2815.594220,46.93,16386.64,1.53
4,32,4,1,32.0,1024,1,390.99,476.61,1625.070823,27.08,16386.64,2.64
8,32,8,1,32.0,1024,1,390.99,493.93,1052.344275,17.54,16386.79,4.08
16,32,16,1,32.0,1024,1,390.98,453.21,726.369042,12.11,16387.02,5.91
32,32,32,1,32.0,1024,1,390.99,458.95,554.279440,9.24,16387.35,7.75
64,32,64,1,32.0,1024,1,390.98,423.38,508.742087,8.48,16388.04,8.44
