varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,29,1,1,4.0,512,1,386.25,1526.04,643.259188,10.72,2338.25,0.83
2,29,2,1,4.0,512,1,386.24,1532.75,332.507424,5.54,2338.48,1.61
4,29,4,1,4.0,512,1,386.25,1520.10,183.806446,3.06,2338.52,2.92
8,29,8,1,4.0,512,1,386.23,1440.81,116.354680,1.94,2338.55,4.61
16,29,16,1,4.0,512,1,386.24,1317.85,72.326262,1.21,2338.80,7.42
32,29,32,1,4.0,512,1,386.24,1425.61,52.142527,0.87,2338.97,10.30
64,29,64,1,4.0,512,1,386.24,1377.14,41.865580,0.70,2339.46,12.82
