k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,256,1,198.80,418.79,24.761347,0.41,1731.14,5.42
28,32,1,2.0,512,1,199.40,438.72,42.313959,0.71,2498.98,6.34
29,32,1,4.0,1024,1,199.16,445.06,78.654024,1.31,4035.17,6.83
30,32,1,8.0,1024,1,199.45,514.61,139.392347,2.32,7107.12,7.70
31,32,1,16.0,1024,1,199.42,552.01,261.807239,4.36,13251.16,8.20
32,32,1,32.0,1024,1,198.90,683.01,473.829082,7.90,25539.28,9.06
