k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,512,1,99.99,215.62,15.993422,0.27,2818.95,8.39
28,32,1,2.0,1024,1,100.00,203.20,28.372458,0.47,4355.07,9.46
29,32,1,4.0,1024,1,99.99,205.19,51.680913,0.86,7427.06,10.39
30,32,1,8.0,1024,1,99.99,176.50,106.904370,1.78,13571.19,10.04
31,32,1,16.0,1024,1,99.99,170.52,213.257225,3.55,25859.28,10.07
32,32,1,32.0,1024,1,99.94,192.18,402.295764,6.70,50435.18,10.68
