k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,16,1,1.0,512,1,99.99,299.28,21.348636,0.36,2818.91,6.29
28,16,1,2.0,1024,1,100.00,304.84,37.435141,0.62,4354.75,7.17
29,16,1,4.0,1024,1,99.99,316.81,67.114816,1.12,7426.88,8.00
30,16,1,8.0,1024,1,99.99,315.77,131.102695,2.19,13570.79,8.19
31,16,1,16.0,1024,1,99.99,338.07,257.152669,4.29,25858.82,8.35
32,16,1,32.0,1024,1,99.94,372.77,499.078843,8.32,50434.97,8.61
