k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,512,1,99.99,360.63,13.860098,0.23,2819.07,9.68
28,32,1,2.0,1024,1,100.00,304.26,25.350794,0.42,4354.96,10.59
29,32,1,4.0,1024,1,99.99,314.92,44.954644,0.75,7427.02,11.94
30,32,1,8.0,1024,1,99.99,316.91,86.809029,1.45,13571.23,12.37
31,32,1,16.0,1024,1,99.99,340.00,165.932986,2.77,25859.08,12.94
32,32,1,32.0,1024,1,99.94,375.43,321.635694,5.36,50435.26,13.35
