k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,256,1,198.80,305.11,28.151781,0.47,1731.18,4.77
28,32,1,2.0,512,1,199.40,310.76,49.487436,0.82,2498.96,5.42
29,32,1,4.0,1024,1,199.16,308.97,92.761157,1.55,4035.14,5.79
30,32,1,8.0,1024,1,199.45,342.70,171.053105,2.85,7107.08,6.28
31,32,1,16.0,1024,1,199.42,324.82,344.604300,5.74,13251.27,6.23
32,32,1,32.0,1024,1,198.90,417.42,596.549440,9.94,25539.28,7.20
