varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,460.69,8530.240690,142.17,50434.65,0.50
2,32,2,1,32.0,1024,1,99.94,456.89,5843.567970,97.39,50434.63,0.73
4,32,4,1,32.0,1024,1,99.94,462.14,2280.605197,38.01,50434.58,1.88
8,32,8,1,32.0,1024,1,99.94,441.68,1451.764539,24.20,50434.66,2.96
16,32,16,1,32.0,1024,1,99.94,534.16,757.908766,12.63,50435.10,5.67
32,32,32,1,32.0,1024,1,99.94,475.05,448.072179,7.47,50435.31,9.59
64,32,64,1,32.0,1024,1,99.94,487.86,272.079730,4.53,50436.32,15.79
128,32,128,1,32.0,1024,1,99.94,483.72,223.235712,3.72,50438.00,19.24
