memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,128,1,32.0,128,1,6896.68,691.58,534.812559,8.91,1412.01,8.03
2.5,32,128,1,32.0,256,1,4367.54,648.19,479.241537,7.99,2054.21,8.96
3,32,128,1,32.0,512,1,2552.38,764.89,376.550266,6.28,2202.03,11.41
5,32,128,1,32.0,1024,1,1413.01,779.30,357.362203,5.96,4102.24,12.02
8,32,128,1,32.0,1024,1,753.45,771.90,360.483005,6.01,6870.04,11.91
14,32,128,1,32.0,1024,1,390.98,770.37,363.587214,6.06,13094.02,11.81
26,32,128,1,32.0,1024,1,198.90,663.49,398.961685,6.65,25542.16,10.77
50,32,128,1,32.0,1024,1,99.94,99.64,478.700892,7.98,50438.12,8.97
