k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,128,1,373.17,260.12,36.012988,0.60,1410.91,3.73
28,32,1,2.0,256,1,385.22,280.44,60.273085,1.00,2051.14,4.45
29,32,1,4.0,512,1,386.24,296.15,107.724686,1.80,2339.03,4.98
30,32,1,8.0,1024,1,391.05,391.14,182.280862,3.04,4099.11,5.89
31,32,1,16.0,1024,1,392.40,476.58,328.935613,5.48,6947.24,6.53
32,32,1,32.0,1024,1,390.98,565.28,605.089570,10.08,13091.45,7.10
