memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,32,1,32.0,128,1,6896.31,417.98,766.403677,12.77,1410.83,5.60
3,32,32,1,32.0,512,1,2552.33,576.05,602.784819,10.05,2199.38,7.13
5,32,32,1,32.0,1024,1,1413.00,564.24,598.184769,9.97,4099.35,7.18
8,32,32,1,32.0,1024,1,753.46,559.61,601.662456,10.03,6867.46,7.14
14,32,32,1,32.0,1024,1,390.99,500.42,633.514493,10.56,13091.55,6.78
26,32,32,1,32.0,1024,1,198.90,372.08,744.021199,12.40,25539.54,5.77
50,32,32,1,32.0,1024,1,99.94,228.22,481.846537,8.03,50435.45,8.91
60,32,32,1,32.0,1024,1,99.94,228.59,483.437186,8.06,50435.53,8.88
