k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,256,1,198.80,252.95,34.641329,0.58,2051.10,3.87
28,32,1,2.0,512,1,199.40,274.31,60.478220,1.01,2499.10,4.44
29,32,1,4.0,1024,1,199.16,314.96,105.750637,1.76,4099.09,5.08
30,32,1,8.0,1024,1,199.45,332.19,200.839300,3.35,7107.30,5.35
31,32,1,16.0,1024,1,199.42,420.76,355.935621,5.93,13251.39,6.03
32,32,1,32.0,1024,1,198.90,345.85,769.276761,12.82,25539.47,5.58
