k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
27,32,1,1.0,256,1,198.80,200.69,38.556416,0.64,2051.18,3.48
28,32,1,2.0,512,1,199.40,223.14,67.474544,1.12,2499.08,3.98
29,32,1,4.0,1024,1,199.16,244.91,120.982964,2.02,4099.04,4.44
30,32,1,8.0,1024,1,199.45,276.77,222.271249,3.70,7107.32,4.83
31,32,1,16.0,1024,1,199.42,318.54,403.733412,6.73,13251.21,5.32
32,32,1,32.0,1024,1,198.90,299.46,829.969132,13.83,25539.35,5.17
