varying_threads,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
1,32,1,1,32.0,1024,1,99.94,226.20,8641.815119,144.03,48429.54,0.50
2,32,2,1,32.0,1024,1,99.94,230.01,3907.425095,65.12,50434.71,1.10
4,32,4,1,32.0,1024,1,99.94,226.65,2071.329018,34.52,50434.64,2.07
8,32,8,1,32.0,1024,1,99.94,229.23,1136.444490,18.94,50434.67,3.78
16,32,16,1,32.0,1024,1,99.94,227.94,702.189472,11.70,50434.90,6.12
32,32,32,1,32.0,1024,1,99.94,226.81,483.834681,8.06,50435.52,8.88
