memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,16,1,32.0,128,1,6896.53,690.53,741.359815,12.36,1409.10,5.79
2.5,32,16,1,32.0,256,1,4367.48,849.58,687.193009,11.45,2049.14,6.25
3,32,16,1,32.0,512,1,2552.38,974.73,652.297368,10.87,2196.97,6.58
5,32,16,1,32.0,1024,1,1413.01,999.29,640.524875,10.68,4096.21,6.71
8,32,16,1,32.0,1024,1,753.46,952.80,651.671440,10.86,6865.06,6.59
14,32,16,1,32.0,1024,1,390.98,970.30,660.264094,11.00,13088.32,6.50
26,32,16,1,32.0,1024,1,198.90,936.08,684.832181,11.41,25536.61,6.27
29,32,16,1,32.0,1024,1,198.90,941.11,684.629940,11.41,25537.39,6.27
