memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,16,1,32.0,128,1,6896.34,615.66,774.680132,12.91,1407.93,5.54
3,32,16,1,32.0,512,1,2552.28,822.11,686.358956,11.44,2197.17,6.26
5,32,16,1,32.0,1024,1,1413.00,773.82,686.587482,11.44,4096.07,6.26
8,32,16,1,32.0,1024,1,753.47,545.47,760.198672,12.67,6865.33,5.65
14,32,16,1,32.0,1024,1,390.98,543.22,769.068803,12.82,13088.96,5.58
26,32,16,1,32.0,1024,1,198.90,806.00,708.762313,11.81,25537.13,6.06
29,32,16,1,32.0,1024,1,198.90,839.89,700.918757,11.68,25536.29,6.13
