memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,16,1,32.0,128,1,53.88,631.25,763.695442,12.73,1408.64,5.62
2.5,32,16,1,32.0,256,1,68.24,381.44,882.310477,14.71,2049.10,4.87
3,32,16,1,32.0,512,1,79.76,476.11,796.234515,13.27,2197.18,5.39
5,32,16,1,32.0,1024,1,88.31,698.53,699.058139,11.65,4096.37,6.14
8,32,16,1,32.0,1024,1,94.18,678.79,710.067026,11.83,6864.71,6.05
14,32,16,1,32.0,1024,1,97.75,590.82,747.924579,12.47,13088.66,5.74
26,32,16,1,32.0,1024,1,99.45,566.35,776.185587,12.94,25536.97,5.53
29,32,16,1,32.0,1024,1,99.45,566.40,776.389130,12.94,25537.34,5.53
