memory_gb,k,threads_compute,threads_io,file_size_gb,write_batch_mb,read_batch,storage_efficiency_pct,overall_io_throughput_mb_s,total_time_s,total_time_min,peak_memory_mb,total_throughput_mh_s
2,32,16,1,32.0,128,1,6896.56,516.33,812.179187,13.54,1408.86,5.29
2.5,32,16,1,32.0,256,1,4367.47,517.54,789.907028,13.17,2048.73,5.44
3,32,16,1,32.0,512,1,2552.32,428.99,824.508113,13.74,2197.09,5.21
5,32,16,1,32.0,1024,1,1412.99,421.43,825.024767,13.75,4095.99,5.21
8,32,16,1,32.0,1024,1,753.45,431.25,822.054100,13.70,6865.06,5.22
14,32,16,1,32.0,1024,1,390.99,296.86,968.734459,16.15,13088.94,4.43
26,32,16,1,32.0,1024,1,198.90,276.72,1018.536716,16.98,25537.06,4.22
29,32,16,1,32.0,1024,1,198.90,275.89,1020.846313,17.01,25537.46,4.21
