threads,plot_out_dir,total_plot_time(s),total_plot_time(min),min_power(W),max_power(W),avg_power(W),total_energy(Wh),total_energy(kWh),peak_memory(MB)
256,/nvme-raid0/sfatunmbi/plots,1971,32.8500,1275,2106,1749,957.5775,0.957577,426039.07
